"id","gender","race","ses","sch","prog","locus","concept","mot","career","read","write","math","sci","ss"
291,"female","white","middle","public","general",0.230000004172325,0.0299999993294477,1,"sales",65.4000015258789,56.7000007629395,65.4000015258789,58,70.5
270,"female","white","middle","public","academic",0.230000004172325,-0.759999990463257,1,"prof1",65.4000015258789,64.5,59.5999984741211,66.0999984741211,60.5
417,"female","white","middle","public","general",0.0700000002980232,0.340000003576279,1,"prof1",65.4000015258789,59.2999992370605,51.2000007629395,60.7000007629395,55.5999984741211
284,"male","white","high","public","academic",1.36000001430511,1.19000005722046,1,"prof1",65.4000015258789,48.9000015258789,66.3000030517578,58,35.5999984741211
551,"male","white","middle","private","academic",0.959999978542328,0.629999995231628,1,"protective",65.4000015258789,64.5,70.3000030517578,66.0999984741211,65.5
391,"female","white","high","public","academic",0.0599999986588955,0.649999976158142,0,"prof1",65.4000015258789,59.2999992370605,56.7999992370605,46.0999984741211,65.5
67,"female","asian","low","public","academic",-0.709999978542328,-2.28999996185303,0.330000013113022,"prof1",65.4000015258789,64.5,63.7000007629395,58,70.5
216,"female","white","high","public","academic",0.680000007152557,0.0299999993294477,1,"sales",65.4000015258789,67.0999984741211,64.5,60.7000007629395,70.5
248,"male","white","middle","public","general",-0.490000009536743,0.0299999993294477,0.330000013113022,"prof1",65.4000015258789,59.2999992370605,56.7999992370605,66.0999984741211,60.5
543,"female","white","high","private","academic",-0.469999998807907,0.280000001192093,1,"prof2",65.4000015258789,61.9000015258789,47.0999984741211,60.7000007629395,60.5
78,"male","asian","low","public","vocation",-0.449999988079071,-0.639999985694885,0.330000013113022,"prof1",65.4000015258789,56.7000007629395,55.2000007629395,52.5999984741211,55.5999984741211
238,"male","white","high","public","academic",0.46000000834465,0.939999997615814,1,"prof2",65.4000015258789,61.9000015258789,67.9000015258789,66.0999984741211,65.5
357,"female","white","middle","public","vocation",0.0599999986588955,-0.280000001192093,1,"clerical",65.9000015258789,64.5,54.5999984741211,60.7000007629395,60.5
115,"female","african-amer","high","public","academic",1.13999998569489,1.19000005722046,1,"prof1",65.9000015258789,67.0999984741211,67.0999984741211,60.7000007629395,65.5
366,"female","white","middle","public","general",0.930000007152557,0.0299999993294477,1,"prof2",65.9000015258789,67.0999984741211,70.5,52.5999984741211,65.5
297,"female","white","high","public","academic",0.46000000834465,1.19000005722046,0.670000016689301,"prof2",65.9000015258789,64.5,61.7999992370605,60.7000007629395,60.5
500,"female","white","low","public","vocation",0.0599999986588955,0.280000001192093,1,"farmer",65.9000015258789,63.2000007629395,50.2999992370605,60.0999984741211,55.5999984741211
361,"female","white","middle","public","vocation",0.910000026226044,0.340000003576279,1,"clerical",68,59.2999992370605,53,63.4000015258789,60.5
367,"male","white","high","public","general",0.699999988079071,-0.159999996423721,0.330000013113022,"prof1",68,59.2999992370605,55.7000007629395,63.4000015258789,65.5
378,"male","white","high","public","academic",0.46000000834465,0.649999976158142,1,"prof1",68,54.0999984741211,63,63.4000015258789,60.5
174,"male","white","middle","public","academic",-0.159999996423721,0.649999976158142,1,"military",68,61.9000015258789,69.6999969482422,71.5,60.5
196,"female","white","middle","public","vocation",0.0599999986588955,0.0299999993294477,1,"clerical",68,61.9000015258789,55.5,49.7999992370605,50.5999984741211
126,"male","african-amer","middle","public","academic",0.889999985694885,0.150000005960464,0.670000016689301,"prof2",68,59.2999992370605,56.5999984741211,50.4000015258789,60.5
324,"female","white","high","public","academic",0.939999997615814,0.0299999993294477,1,"prof2",68,56.7000007629395,59.5999984741211,58,25.7000007629395
441,"female","white","middle","public","general",0.889999985694885,0.649999976158142,0.670000016689301,"prof1",68,48.9000015258789,56.2999992370605,63.4000015258789,55.5999984741211
242,"male","white","high","public","academic",0.75,1.19000005722046,1,"prof2",68,61.9000015258789,52.2000007629395,60.7000007629395,65.5
373,"female","white","low","public","academic",0,0.649999976158142,1,"technical",68,64.5,58.2999992370605,58.5,55.5999984741211
327,"female","white","low","public","vocation",1.36000001430511,0.629999995231628,1,"clerical",68,64.5,58.9000015258789,63.4000015258789,45.5999984741211
244,"female","white","high","public","academic",0.709999978542328,0.340000003576279,0.670000016689301,"prof1",68,61.9000015258789,64.5,68.8000030517578,60.5
415,"female","white","middle","public","academic",0.46000000834465,-0.860000014305115,1,"school",68,59.2999992370605,60.5,55.2999992370605,70.5
341,"female","white","high","public","academic",0.709999978542328,0.0299999993294477,1,"school",68,61.9000015258789,72.1999969482422,66.0999984741211,56.7999992370605
423,"male","white","middle","public","academic",0.46000000834465,-0.469999998807907,0.670000016689301,"prof2",68,64.5,70.5999984741211,68.8000030517578,59.2999992370605
262,"female","white","high","public","academic",0.519999980926514,0.589999973773956,1,"prof1",68,59.9000015258789,64,68.8000030517578,65.5
450,"female","white","high","public","academic",0.5,0.0299999993294477,0.670000016689301,"not working",68,59.2999992370605,58.7999992370605,66.0999984741211,65.5
80,"female","asian","middle","public","academic",0.46000000834465,-1.16999995708466,0,"prof1",68,62.5,65.4000015258789,60.7000007629395,60.5
340,"male","white","high","public","academic",0.469999998807907,0.00999999977648258,1,"prof2",68,64.5,61.5,55.2999992370605,60.5
469,"male","white","middle","public","general",0.46000000834465,0.649999976158142,1,"technical",68,59.2999992370605,57.9000015258789,74.1999969482422,65.5
520,"male","white","middle","private","academic",0.0599999986588955,0.0299999993294477,0.330000013113022,"prof1",68,59.2999992370605,71.3000030517578,66.0999984741211,55.5999984741211
598,"male","white","middle","private","academic",-0.610000014305115,0.340000003576279,0.670000016689301,"technical",68,54.0999984741211,74.5999984741211,66.0999984741211,65.5
182,"male","white","high","public","academic",0.419999986886978,0.560000002384186,0.670000016689301,"not working",70.6999969482422,56,62,67.6999969482422,63
36,"male","hispanic","middle","public","academic",1.36000001430511,0.439999997615814,0.670000016689301,"prof1",70.6999969482422,58,65.4000015258789,63.4000015258789,60.5
492,"female","white","low","public","academic",-0.140000000596046,-1.04999995231628,1,"prof1",70.6999969482422,65.0999984741211,66.4000015258789,63.4000015258789,60.5
461,"male","white","low","public","academic",0.239999994635582,-0.430000007152557,0.330000013113022,"technical",70.6999969482422,43.7000007629395,58.7999992370605,66.0999984741211,60.5
169,"female","white","middle","public","academic",1.1599999666214,1.19000005722046,1,"prof2",70.6999969482422,64.5,72.1999969482422,66.0999984741211,55.5999984741211
538,"female","white","high","private","academic",0.46000000834465,-0.219999998807907,1,"prof2",70.6999969482422,64.5,68.6999969482422,58,70.5
339,"male","white","middle","public","academic",0.46000000834465,0.0299999993294477,1,"military",70.6999969482422,56.7000007629395,51.2999992370605,71.5,55.5999984741211
123,"female","african-amer","middle","public","general",1.11000001430511,-1.04999995231628,0.330000013113022,"prof1",70.6999969482422,67.0999984741211,63,63.4000015258789,65.5
179,"female","white","middle","public","academic",1.1599999666214,0.0299999993294477,1,"manager",70.6999969482422,67.0999984741211,61.2000007629395,60.7000007629395,70.5
177,"male","white","middle","public","academic",0.680000007152557,0.0299999993294477,0.670000016689301,"prof2",71.1999969482422,63.2000007629395,60.2000007629395,65.5,65.5
300,"male","white","high","public","academic",0.680000007152557,0.0299999993294477,0.330000013113022,"prof1",73.3000030517578,64.5,64,60.7000007629395,65.5
394,"male","white","middle","public","academic",0.46000000834465,0.0299999993294477,0,"operative",73.3000030517578,61.9000015258789,73.0999984741211,68.8000030517578,65.5
202,"male","white","middle","public","academic",1.12999999523163,-0.600000023841858,0.670000016689301,"technical",73.3000030517578,67.0999984741211,71.3000030517578,63.4000015258789,65.5
20,"male","hispanic","high","public","academic",0.280000001192093,0.0299999993294477,1,"prof2",73.3000030517578,64.5,68,63.4000015258789,70.5
98,"male","asian","high","public","academic",0,0.150000005960464,0.330000013113022,"prof2",73.3000030517578,64.5,75.5,60.7000007629395,50.5999984741211
277,"female","white","high","public","academic",1.11000001430511,0.340000003576279,1,"prof2",73.3000030517578,67.0999984741211,62.2999992370605,58,65.5
283,"male","white","high","public","academic",0.0199999995529652,0.129999995231628,0.330000013113022,"prof1",73.3000030517578,59.9000015258789,70.5,60.7000007629395,70.5
100,"female","hispanic","high","private","academic",0.419999986886978,-0.469999998807907,0.330000013113022,"prof2",73.3000030517578,61.2000007629395,57.4000015258789,54.7000007629395,65.5
236,"male","white","middle","public","academic",0.0799999982118607,0.939999997615814,0.670000016689301,"prof2",73.3000030517578,61.9000015258789,60.5,71.5,55.5999984741211
503,"male","white","high","public","academic",-0.189999997615814,-0.730000019073486,0.670000016689301,"prof2",73.3000030517578,60.5999984741211,64.6999969482422,66.0999984741211,65.5
307,"male","white","high","public","academic",0.46000000834465,0.340000003576279,1,"prof1",76,52.0999984741211,64.0999984741211,63.9000015258789,60.5
181,"female","white","high","public","academic",1.12999999523163,0.870000004768372,1,"prof2",76,62.5,60,67.1999969482422,65.5
506,"female","white","middle","public","academic",0.25,-0.469999998807907,0.330000013113022,"prof2",76,67.0999984741211,72.1999969482422,66.0999984741211,65.5
